Data,Produto,Preco_Unitario,Vendas_Do_Dia,Estoque_Disponivel,Fim_De_Semana
2025-10-31,Monitor 144Hz,1200.0,43,102,1
2025-11-01,Monitor 144Hz,1200.0,42,82,1
2025-11-02,Monitor 144Hz,1200.0,44,106,1
2025-11-03,Monitor 144Hz,1200.0,23,60,0
2025-11-04,Monitor 144Hz,1200.0,22,44,0
2025-11-05,Monitor 144Hz,1200.0,30,82,0
2025-11-06,Monitor 144Hz,1200.0,30,85,0
2025-11-07,Monitor 144Hz,1200.0,31,69,1
2025-11-08,Monitor 144Hz,1200.0,36,67,1
2025-11-09,Monitor 144Hz,1200.0,48,117,1
2025-11-10,Monitor 144Hz,1200.0,31,58,0
2025-11-11,Monitor 144Hz,1200.0,26,37,0
2025-11-12,Monitor 144Hz,1200.0,21,58,0
2025-11-13,Monitor 144Hz,1200.0,23,28,0
2025-11-14,Monitor 144Hz,1200.0,38,89,1
2025-11-15,Monitor 144Hz,1200.0,33,43,1
2025-11-16,Monitor 144Hz,1200.0,46,89,1
2025-11-17,Monitor 144Hz,1200.0,33,75,0
2025-11-18,Monitor 144Hz,1200.0,21,38,0
2025-11-19,Monitor 144Hz,1200.0,37,53,0
2025-11-20,Monitor 144Hz,1200.0,25,51,0
2025-11-21,Monitor 144Hz,1200.0,40,117,1
2025-11-22,Monitor 144Hz,1200.0,37,69,1
2025-11-23,Monitor 144Hz,1200.0,34,42,1
2025-11-24,Monitor 144Hz,1200.0,26,66,0
2025-11-25,Monitor 144Hz,1200.0,18,50,0
2025-11-26,Monitor 144Hz,1200.0,26,36,0
2025-11-27,Monitor 144Hz,1200.0,27,75,0
2025-11-28,Monitor 144Hz,1200.0,41,93,1
2025-11-29,Monitor 144Hz,1200.0,32,58,1
2025-11-30,Monitor 144Hz,1200.0,32,69,1
2025-12-01,Monitor 144Hz,1200.0,28,60,0
2025-12-02,Monitor 144Hz,1200.0,21,53,0
2025-12-03,Monitor 144Hz,1200.0,26,45,0
2025-12-04,Monitor 144Hz,1200.0,34,56,0
2025-12-05,Monitor 144Hz,1200.0,33,97,1
2025-12-06,Monitor 144Hz,1200.0,35,77,1
2025-12-07,Monitor 144Hz,1200.0,45,65,1
2025-12-08,Monitor 144Hz,1200.0,18,35,0
2025-12-09,Monitor 144Hz,1200.0,26,50,0
2025-12-10,Monitor 144Hz,1200.0,39,116,0
2025-12-11,Monitor 144Hz,1200.0,29,64,0
2025-12-12,Monitor 144Hz,1200.0,44,101,1
2025-12-13,Monitor 144Hz,1200.0,38,48,1
2025-12-14,Monitor 144Hz,1200.0,33,67,1
2025-12-15,Monitor 144Hz,1200.0,20,58,0
2025-12-16,Monitor 144Hz,1200.0,29,82,0
2025-12-17,Monitor 144Hz,1200.0,29,80,0
2025-12-18,Monitor 144Hz,1200.0,36,51,0
2025-12-19,Monitor 144Hz,1200.0,38,99,1
2025-12-20,Monitor 144Hz,1200.0,41,69,1
2025-12-21,Monitor 144Hz,1200.0,39,115,1
2025-12-22,Monitor 144Hz,1200.0,22,45,0
2025-12-23,Monitor 144Hz,1200.0,29,54,0
2025-12-24,Monitor 144Hz,1200.0,33,56,0
2025-12-25,Monitor 144Hz,1200.0,31,58,0
2025-12-26,Monitor 144Hz,1200.0,36,76,1
2025-12-27,Monitor 144Hz,1200.0,53,146,1
2025-12-28,Monitor 144Hz,1200.0,38,112,1
2025-12-29,Monitor 144Hz,1200.0,33,85,0
2025-12-30,Monitor 144Hz,1200.0,26,58,0
2025-12-31,Monitor 144Hz,1200.0,33,92,0
2025-01-01,Headset HyperX,350.0,33,58,0
2025-01-02,Headset HyperX,350.0,38,109,0
2025-01-03,Headset HyperX,350.0,53,66,1
2025-01-04,Headset HyperX,350.0,49,114,1
2025-01-05,Headset HyperX,350.0,54,127,1
2025-01-06,Headset HyperX,350.0,31,78,0
2025-01-07,Headset HyperX,350.0,39,83,0
2025-01-08,Headset HyperX,350.0,33,77,0
2025-01-09,Headset HyperX,350.0,32,42,0
2025-01-10,Headset HyperX,350.0,51,142,1
2025-01-11,Headset HyperX,350.0,51,125,1
2025-01-12,Headset HyperX,350.0,48,120,1
2025-01-13,Headset HyperX,350.0,29,49,0
2025-01-14,Headset HyperX,350.0,36,84,0
2025-01-15,Headset HyperX,350.0,24,53,0
2025-01-16,Headset HyperX,350.0,30,81,0
2025-01-17,Headset HyperX,350.0,51,83,1
2025-01-18,Headset HyperX,350.0,43,106,1
2025-01-19,Headset HyperX,350.0,49,117,1
2025-01-20,Headset HyperX,350.0,36,69,0
2025-01-21,Headset HyperX,350.0,32,55,0
2025-01-22,Headset HyperX,350.0,31,38,0
2025-01-23,Headset HyperX,350.0,30,67,0
2025-01-24,Headset HyperX,350.0,50,79,1
2025-01-25,Headset HyperX,350.0,55,69,1
2025-01-26,Headset HyperX,350.0,47,120,1
2025-01-27,Headset HyperX,350.0,27,41,0
2025-01-28,Headset HyperX,350.0,37,74,0
2025-01-29,Headset HyperX,350.0,36,96,0
2025-01-30,Headset HyperX,350.0,44,94,0
2025-01-31,Headset HyperX,350.0,53,107,1
2025-02-01,Headset HyperX,350.0,45,77,1
2025-02-02,Headset HyperX,350.0,44,97,1
2025-02-03,Headset HyperX,350.0,30,44,0
2025-02-04,Headset HyperX,350.0,41,114,0
2025-02-05,Headset HyperX,350.0,36,60,0
2025-02-06,Headset HyperX,350.0,38,73,0
2025-02-07,Headset HyperX,350.0,52,117,1
2025-02-08,Headset HyperX,350.0,54,151,1
2025-02-09,Headset HyperX,350.0,44,79,1
2025-02-10,Headset HyperX,350.0,46,133,0
2025-02-11,Headset HyperX,350.0,33,73,0
2025-02-12,Headset HyperX,350.0,34,93,0
2025-02-13,Headset HyperX,350.0,38,110,0
2025-02-14,Headset HyperX,350.0,50,98,1
2025-02-15,Headset HyperX,350.0,52,125,1
2025-02-16,Headset HyperX,350.0,48,67,1
2025-02-17,Headset HyperX,350.0,34,97,0
2025-02-18,Headset HyperX,350.0,31,84,0
2025-02-19,Headset HyperX,350.0,29,48,0
2025-02-20,Headset HyperX,350.0,36,99,0
2025-02-21,Headset HyperX,350.0,46,65,1
2025-02-22,Headset HyperX,350.0,45,108,1
2025-02-23,Headset HyperX,350.0,60,179,1
2025-02-24,Headset HyperX,350.0,32,44,0
2025-02-25,Headset HyperX,350.0,22,60,0
2025-02-26,Headset HyperX,350.0,34,69,0
2025-02-27,Headset HyperX,350.0,35,90,0
2025-02-28,Headset HyperX,350.0,45,54,1
2025-03-01,Headset HyperX,350.0,47,103,1
2025-03-02,Headset HyperX,350.0,51,99,1
2025-03-03,Headset HyperX,350.0,30,82,0
2025-03-04,Headset HyperX,350.0,41,103,0
2025-03-05,Headset HyperX,350.0,39,99,0
2025-03-06,Headset HyperX,350.0,37,46,0
2025-03-07,Headset HyperX,350.0,52,74,1
2025-03-08,Headset HyperX,350.0,48,121,1
2025-03-09,Headset HyperX,350.0,47,105,1
2025-03-10,Headset HyperX,350.0,44,59,0
2025-03-11,Headset HyperX,350.0,34,91,0
2025-03-12,Headset HyperX,350.0,32,83,0
2025-03-13,Headset HyperX,350.0,29,70,0
2025-03-14,Headset HyperX,350.0,49,80,1
2025-03-15,Headset HyperX,350.0,50,62,1
2025-03-16,Headset HyperX,350.0,49,123,1
2025-03-17,Headset HyperX,350.0,37,62,0
2025-03-18,Headset HyperX,350.0,32,80,0
2025-03-19,Headset HyperX,350.0,41,82,0
2025-03-20,Headset HyperX,350.0,31,52,0
2025-03-21,Headset HyperX,350.0,47,128,1
2025-03-22,Headset HyperX,350.0,47,105,1
2025-03-23,Headset HyperX,350.0,48,89,1
2025-03-24,Headset HyperX,350.0,30,45,0
2025-03-25,Headset HyperX,350.0,24,43,0
2025-03-26,Headset HyperX,350.0,30,75,0
2025-03-27,Headset HyperX,350.0,37,82,0
2025-03-28,Headset HyperX,350.0,43,95,1
2025-03-29,Headset HyperX,350.0,52,144,1
2025-03-30,Headset HyperX,350.0,59,142,1
2025-03-31,Headset HyperX,350.0,40,91,0
2025-04-01,Headset HyperX,350.0,35,60,0
2025-04-02,Headset HyperX,350.0,31,87,0
2025-04-03,Headset HyperX,350.0,32,79,0
2025-04-04,Headset HyperX,350.0,50,102,1
2025-04-05,Headset HyperX,350.0,52,67,1
2025-04-06,Headset HyperX,350.0,53,158,1
2025-04-07,Headset HyperX,350.0,43,70,0
2025-04-08,Headset HyperX,350.0,44,103,0
2025-04-09,Headset HyperX,350.0,36,79,0
2025-04-10,Headset HyperX,350.0,30,75,0
2025-04-11,Headset HyperX,350.0,52,120,1
2025-04-12,Headset HyperX,350.0,43,127,1
2025-04-13,Headset HyperX,350.0,44,94,1
2025-04-14,Headset HyperX,350.0,39,113,0
2025-04-15,Headset HyperX,350.0,36,65,0
2025-04-16,Headset HyperX,350.0,35,45,0
2025-04-17,Headset HyperX,350.0,42,102,0
2025-04-18,Headset HyperX,350.0,51,106,1
2025-04-19,Headset HyperX,350.0,50,80,1
2025-04-20,Headset HyperX,350.0,48,83,1
2025-04-21,Headset HyperX,350.0,31,79,0
2025-04-22,Headset HyperX,350.0,36,105,0
2025-04-23,Headset HyperX,350.0,33,76,0
2025-04-24,Headset HyperX,350.0,27,54,0
2025-04-25,Headset HyperX,350.0,50,110,1
2025-04-26,Headset HyperX,350.0,49,137,1
2025-04-27,Headset HyperX,350.0,55,132,1
2025-04-28,Headset HyperX,350.0,22,52,0
2025-04-29,Headset HyperX,350.0,37,51,0
2025-04-30,Headset HyperX,350.0,34,65,0
2025-05-01,Headset HyperX,350.0,45,131,0
2025-05-02,Headset HyperX,350.0,41,83,1
2025-05-03,Headset HyperX,350.0,50,142,1
2025-05-04,Headset HyperX,350.0,46,56,1
2025-05-05,Headset HyperX,350.0,31,37,0
2025-05-06,Headset HyperX,350.0,36,66,0
2025-05-07,Headset HyperX,350.0,37,90,0
2025-05-08,Headset HyperX,350.0,36,105,0
2025-05-09,Headset HyperX,350.0,48,91,1
2025-05-10,Headset HyperX,350.0,51,89,1
2025-05-11,Headset HyperX,350.0,52,84,1
2025-05-12,Headset HyperX,350.0,41,120,0
2025-05-13,Headset HyperX,350.0,33,84,0
2025-05-14,Headset HyperX,350.0,35,94,0
2025-05-15,Headset HyperX,350.0,39,101,0
2025-05-16,Headset HyperX,350.0,53,140,1
2025-05-17,Headset HyperX,350.0,38,48,1
2025-05-18,Headset HyperX,350.0,46,97,1
2025-05-19,Headset HyperX,350.0,36,95,0
2025-05-20,Headset HyperX,350.0,29,55,0
2025-05-21,Headset HyperX,350.0,30,84,0
2025-05-22,Headset HyperX,350.0,34,72,0
2025-05-23,Headset HyperX,350.0,52,107,1
2025-05-24,Headset HyperX,350.0,45,56,1
2025-05-25,Headset HyperX,350.0,50,65,1
2025-05-26,Headset HyperX,350.0,25,57,0
2025-05-27,Headset HyperX,350.0,32,95,0
2025-05-28,Headset HyperX,350.0,40,77,0
2025-05-29,Headset HyperX,350.0,24,65,0
2025-05-30,Headset HyperX,350.0,51,82,1
2025-05-31,Headset HyperX,350.0,52,151,1
2025-06-01,Headset HyperX,350.0,51,81,1
2025-06-02,Headset HyperX,350.0,29,57,0
2025-06-03,Headset HyperX,350.0,36,70,0
2025-06-04,Headset HyperX,350.0,42,75,0
2025-06-05,Headset HyperX,350.0,33,65,0
2025-06-06,Headset HyperX,350.0,50,141,1
2025-06-07,Headset HyperX,350.0,47,120,1
2025-06-08,Headset HyperX,350.0,54,144,1
2025-06-09,Headset HyperX,350.0,34,53,0
2025-06-10,Headset HyperX,350.0,39,64,0
2025-06-11,Headset HyperX,350.0,37,46,0
2025-06-12,Headset HyperX,350.0,26,60,0
2025-06-13,Headset HyperX,350.0,42,116,1
2025-06-14,Headset HyperX,350.0,44,89,1
2025-06-15,Headset HyperX,350.0,46,123,1
2025-06-16,Headset HyperX,350.0,40,85,0
2025-06-17,Headset HyperX,350.0,31,53,0
2025-06-18,Headset HyperX,350.0,33,94,0
2025-06-19,Headset HyperX,350.0,38,81,0
2025-06-20,Headset HyperX,350.0,38,85,1
2025-06-21,Headset HyperX,350.0,48,120,1
2025-06-22,Headset HyperX,350.0,46,71,1
2025-06-23,Headset HyperX,350.0,39,50,0
2025-06-24,Headset HyperX,350.0,33,50,0
2025-06-25,Headset HyperX,350.0,39,91,0
2025-06-26,Headset HyperX,350.0,29,56,0
2025-06-27,Headset HyperX,350.0,52,146,1
2025-06-28,Headset HyperX,350.0,56,149,1
2025-06-29,Headset HyperX,350.0,45,64,1
2025-06-30,Headset HyperX,350.0,29,52,0
2025-07-01,Headset HyperX,350.0,37,80,0
2025-07-02,Headset HyperX,350.0,30,44,0
2025-07-03,Headset HyperX,350.0,27,69,0
2025-07-04,Headset HyperX,350.0,40,49,1
2025-07-05,Headset HyperX,350.0,50,84,1
2025-07-06,Headset HyperX,350.0,40,93,1
2025-07-07,Headset HyperX,350.0,22,63,0
2025-07-08,Headset HyperX,350.0,32,74,0
2025-07-09,Headset HyperX,350.0,35,91,0
2025-07-10,Headset HyperX,350.0,28,69,0
2025-07-11,Headset HyperX,350.0,43,65,1
2025-07-12,Headset HyperX,350.0,48,66,1
2025-07-13,Headset HyperX,350.0,48,68,1
2025-07-14,Headset HyperX,350.0,35,95,0
2025-07-15,Headset HyperX,350.0,33,42,0
2025-07-16,Headset HyperX,350.0,33,48,0
2025-07-17,Headset HyperX,350.0,37,54,0
2025-07-18,Headset HyperX,350.0,43,60,1
2025-07-19,Headset HyperX,350.0,53,105,1
2025-07-20,Headset HyperX,350.0,55,120,1
2025-07-21,Headset HyperX,350.0,33,69,0
2025-07-22,Headset HyperX,350.0,24,45,0
2025-07-23,Headset HyperX,350.0,32,84,0
2025-07-24,Headset HyperX,350.0,35,80,0
2025-07-25,Headset HyperX,350.0,49,121,1
2025-07-26,Headset HyperX,350.0,64,138,1
2025-07-27,Headset HyperX,350.0,37,64,1
2025-07-28,Headset HyperX,350.0,40,82,0
2025-07-29,Headset HyperX,350.0,36,95,0
2025-07-30,Headset HyperX,350.0,32,77,0
2025-07-31,Headset HyperX,350.0,26,69,0
2025-08-01,Headset HyperX,350.0,54,113,1
2025-08-02,Headset HyperX,350.0,48,138,1
2025-08-03,Headset HyperX,350.0,47,128,1
2025-08-04,Headset HyperX,350.0,34,55,0
2025-08-05,Headset HyperX,350.0,34,50,0
2025-08-06,Headset HyperX,350.0,28,54,0
2025-08-07,Headset HyperX,350.0,32,92,0
2025-08-08,Headset HyperX,350.0,54,123,1
2025-08-09,Headset HyperX,350.0,48,78,1
2025-08-10,Headset HyperX,350.0,46,82,1
2025-08-11,Headset HyperX,350.0,33,79,0
2025-08-12,Headset HyperX,350.0,35,91,0
2025-08-13,Headset HyperX,350.0,33,83,0
2025-08-14,Headset HyperX,350.0,35,91,0
2025-08-15,Headset HyperX,350.0,47,107,1
2025-08-16,Headset HyperX,350.0,49,144,1
2025-08-17,Headset HyperX,350.0,48,66,1
2025-08-18,Headset HyperX,350.0,36,79,0
2025-08-19,Headset HyperX,350.0,34,52,0
2025-08-20,Headset HyperX,350.0,27,57,0
2025-08-21,Headset HyperX,350.0,36,47,0
2025-08-22,Headset HyperX,350.0,51,129,1
2025-08-23,Headset HyperX,350.0,61,142,1
2025-08-24,Headset HyperX,350.0,58,84,1
2025-08-25,Headset HyperX,350.0,36,81,0
2025-08-26,Headset HyperX,350.0,33,80,0
2025-08-27,Headset HyperX,350.0,30,60,0
2025-08-28,Headset HyperX,350.0,34,80,0
2025-08-29,Headset HyperX,350.0,45,111,1
2025-08-30,Headset HyperX,350.0,54,108,1
2025-08-31,Headset HyperX,350.0,39,93,1
2025-09-01,Headset HyperX,350.0,38,62,0
2025-09-02,Headset HyperX,350.0,46,55,0
2025-09-03,Headset HyperX,350.0,44,69,0
2025-09-04,Headset HyperX,350.0,29,83,0
2025-09-05,Headset HyperX,350.0,42,54,1
2025-09-06,Headset HyperX,350.0,56,130,1
2025-09-07,Headset HyperX,350.0,52,113,1
2025-09-08,Headset HyperX,350.0,33,95,0
2025-09-09,Headset HyperX,350.0,37,85,0
2025-09-10,Headset HyperX,350.0,29,73,0
2025-09-11,Headset HyperX,350.0,37,77,0
2025-09-12,Headset HyperX,350.0,43,109,1
2025-09-13,Headset HyperX,350.0,53,71,1
2025-09-14,Headset HyperX,350.0,47,124,1
2025-09-15,Headset HyperX,350.0,35,74,0
2025-09-16,Headset HyperX,350.0,35,69,0
2025-09-17,Headset HyperX,350.0,44,108,0
2025-09-18,Headset HyperX,350.0,36,56,0
2025-09-19,Headset HyperX,350.0,54,69,1
2025-09-20,Headset HyperX,350.0,51,144,1
2025-09-21,Headset HyperX,350.0,49,60,1
2025-09-22,Headset HyperX,350.0,32,42,0
2025-09-23,Headset HyperX,350.0,32,62,0
2025-09-24,Headset HyperX,350.0,37,58,0
2025-09-25,Headset HyperX,350.0,42,78,0
2025-09-26,Headset HyperX,350.0,57,102,1
2025-09-27,Headset HyperX,350.0,48,100,1
2025-09-28,Headset HyperX,350.0,53,90,1
2025-09-29,Headset HyperX,350.0,31,65,0
2025-09-30,Headset HyperX,350.0,40,66,0
2025-10-01,Headset HyperX,350.0,32,50,0
2025-10-02,Headset HyperX,350.0,41,108,0
2025-10-03,Headset HyperX,350.0,53,150,1
2025-10-04,Headset HyperX,350.0,47,129,1
2025-10-05,Headset HyperX,350.0,54,126,1
2025-10-06,Headset HyperX,350.0,33,89,0
2025-10-07,Headset HyperX,350.0,50,72,0
2025-10-08,Headset HyperX,350.0,33,86,0
2025-10-09,Headset HyperX,350.0,34,88,0
2025-10-10,Headset HyperX,350.0,35,79,1
2025-10-11,Headset HyperX,350.0,51,98,1
2025-10-12,Headset HyperX,350.0,42,85,1
2025-10-13,Headset HyperX,350.0,39,47,0
2025-10-14,Headset HyperX,350.0,29,56,0
2025-10-15,Headset HyperX,350.0,41,118,0
2025-10-16,Headset HyperX,350.0,34,86,0
2025-10-17,Headset HyperX,350.0,53,106,1
2025-10-18,Headset HyperX,350.0,52,137,1
2025-10-19,Headset HyperX,350.0,58,96,1
2025-10-20,Headset HyperX,350.0,24,60,0
2025-10-21,Headset HyperX,350.0,31,82,0
2025-10-22,Headset HyperX,350.0,37,96,0
2025-10-23,Headset HyperX,350.0,27,45,0
2025-10-24,Headset HyperX,350.0,56,90,1
2025-10-25,Headset HyperX,350.0,52,69,1
2025-10-26,Headset HyperX,350.0,47,126,1
2025-10-27,Headset HyperX,350.0,35,92,0
2025-10-28,Headset HyperX,350.0,23,64,0
2025-10-29,Headset HyperX,350.0,31,60,0
2025-10-30,Headset HyperX,350.0,23,28,0
2025-10-31,Headset HyperX,350.0,47,91,1
2025-11-01,Headset HyperX,350.0,40,99,1
2025-11-02,Headset HyperX,350.0,48,94,1
2025-11-03,Headset HyperX,350.0,22,55,0
2025-11-04,Headset HyperX,350.0,34,89,0
2025-11-05,Headset HyperX,350.0,39,67,0
2025-11-06,Headset HyperX,350.0,23,44,0
2025-11-07,Headset HyperX,350.0,52,130,1
2025-11-08,Headset HyperX,350.0,54,76,1
2025-11-09,Headset HyperX,350.0,58,91,1
2025-11-10,Headset HyperX,350.0,29,47,0
2025-11-11,Headset HyperX,350.0,31,52,0
2025-11-12,Headset HyperX,350.0,40,89,0
2025-11-13,Headset HyperX,350.0,30,89,0
2025-11-14,Headset HyperX,350.0,56,155,1
2025-11-15,Headset HyperX,350.0,46,111,1
2025-11-16,Headset HyperX,350.0,56,87,1
2025-11-17,Headset HyperX,350.0,31,55,0
2025-11-18,Headset HyperX,350.0,45,55,0
2025-11-19,Headset HyperX,350.0,41,118,0
2025-11-20,Headset HyperX,350.0,33,95,0
2025-11-21,Headset HyperX,350.0,59,117,1
2025-11-22,Headset HyperX,350.0,49,68,1
2025-11-23,Headset HyperX,350.0,51,131,1
2025-11-24,Headset HyperX,350.0,39,113,0
2025-11-25,Headset HyperX,350.0,37,96,0
2025-11-26,Headset HyperX,350.0,39,94,0
2025-11-27,Headset HyperX,350.0,35,67,0
2025-11-28,Headset HyperX,350.0,48,119,1
2025-11-29,Headset HyperX,350.0,51,142,1
2025-11-30,Headset HyperX,350.0,53,135,1
2025-12-01,Headset HyperX,350.0,39,79,0
2025-12-02,Headset HyperX,350.0,32,45,0
2025-12-03,Headset HyperX,350.0,35,59,0
2025-12-04,Headset HyperX,350.0,39,104,0
2025-12-05,Headset HyperX,350.0,65,125,1
2025-12-06,Headset HyperX,350.0,47,91,1
2025-12-07,Headset HyperX,350.0,49,115,1
2025-12-08,Headset HyperX,350.0,27,68,0
2025-12-09,Headset HyperX,350.0,33,89,0
2025-12-10,Headset HyperX,350.0,36,72,0
2025-12-11,Headset HyperX,350.0,34,72,0
2025-12-12,Headset HyperX,350.0,45,113,1
2025-12-13,Headset HyperX,350.0,48,110,1
2025-12-14,Headset HyperX,350.0,44,82,1
2025-12-15,Headset HyperX,350.0,41,52,0
2025-12-16,Headset HyperX,350.0,37,69,0
2025-12-17,Headset HyperX,350.0,33,88,0
2025-12-18,Headset HyperX,350.0,32,74,0
2025-12-19,Headset HyperX,350.0,54,74,1
2025-12-20,Headset HyperX,350.0,41,89,1
2025-12-21,Headset HyperX,350.0,58,124,1
2025-12-22,Headset HyperX,350.0,40,102,0
2025-12-23,Headset HyperX,350.0,28,34,0
2025-12-24,Headset HyperX,350.0,37,70,0
2025-12-25,Headset HyperX,350.0,29,69,0
2025-12-26,Headset HyperX,350.0,43,63,1
2025-12-27,Headset HyperX,350.0,41,68,1
2025-12-28,Headset HyperX,350.0,43,111,1
2025-12-29,Headset HyperX,350.0,44,120,0
2025-12-30,Headset HyperX,350.0,42,73,0
2025-12-31,Headset HyperX,350.0,35,68,0
2025-01-01,Cadeira Gamer,900.0,22,38,0
2025-01-02,Cadeira Gamer,900.0,23,37,0
2025-01-03,Cadeira Gamer,900.0,37,104,1
2025-01-04,Cadeira Gamer,900.0,31,65,1
2025-01-05,Cadeira Gamer,900.0,34,91,1
2025-01-06,Cadeira Gamer,900.0,34,81,0
2025-01-07,Cadeira Gamer,900.0,23,56,0
2025-01-08,Cadeira Gamer,900.0,31,51,0
2025-01-09,Cadeira Gamer,900.0,27,48,0
2025-01-10,Cadeira Gamer,900.0,41,69,1
2025-01-11,Cadeira Gamer,900.0,41,65,1
2025-01-12,Cadeira Gamer,900.0,34,77,1
2025-01-13,Cadeira Gamer,900.0,31,82,0
2025-01-14,Cadeira Gamer,900.0,20,52,0
2025-01-15,Cadeira Gamer,900.0,23,31,0
2025-01-16,Cadeira Gamer,900.0,29,71,0
2025-01-17,Cadeira Gamer,900.0,33,41,1
2025-01-18,Cadeira Gamer,900.0,29,48,1
2025-01-19,Cadeira Gamer,900.0,40,50,1
2025-01-20,Cadeira Gamer,900.0,19,45,0
2025-01-21,Cadeira Gamer,900.0,30,83,0
2025-01-22,Cadeira Gamer,900.0,25,44,0
2025-01-23,Cadeira Gamer,900.0,28,46,0
2025-01-24,Cadeira Gamer,900.0,40,89,1
2025-01-25,Cadeira Gamer,900.0,42,115,1
2025-01-26,Cadeira Gamer,900.0,42,125,1
2025-01-27,Cadeira Gamer,900.0,21,26,0
2025-01-28,Cadeira Gamer,900.0,25,46,0
2025-01-29,Cadeira Gamer,900.0,28,49,0
2025-01-30,Cadeira Gamer,900.0,34,80,0
2025-01-31,Cadeira Gamer,900.0,42,108,1
2025-02-01,Cadeira Gamer,900.0,45,57,1
2025-02-02,Cadeira Gamer,900.0,40,88,1
2025-02-03,Cadeira Gamer,900.0,32,74,0
2025-02-04,Cadeira Gamer,900.0,28,62,0
2025-02-05,Cadeira Gamer,900.0,32,95,0
2025-02-06,Cadeira Gamer,900.0,25,61,0
2025-02-07,Cadeira Gamer,900.0,46,87,1
2025-02-08,Cadeira Gamer,900.0,41,117,1
2025-02-09,Cadeira Gamer,900.0,32,91,1
2025-02-10,Cadeira Gamer,900.0,28,44,0
2025-02-11,Cadeira Gamer,900.0,16,47,0
2025-02-12,Cadeira Gamer,900.0,30,68,0
2025-02-13,Cadeira Gamer,900.0,31,40,0
2025-02-14,Cadeira Gamer,900.0,48,116,1
2025-02-15,Cadeira Gamer,900.0,36,67,1
2025-02-16,Cadeira Gamer,900.0,48,117,1
2025-02-17,Cadeira Gamer,900.0,27,63,0
2025-02-18,Cadeira Gamer,900.0,23,53,0
2025-02-19,Cadeira Gamer,900.0,24,54,0
2025-02-20,Cadeira Gamer,900.0,29,58,0
2025-02-21,Cadeira Gamer,900.0,34,81,1
2025-02-22,Cadeira Gamer,900.0,37,45,1
2025-02-23,Cadeira Gamer,900.0,40,104,1
2025-02-24,Cadeira Gamer,900.0,34,92,0
2025-02-25,Cadeira Gamer,900.0,31,81,0
2025-02-26,Cadeira Gamer,900.0,27,56,0
2025-02-27,Cadeira Gamer,900.0,29,55,0
2025-02-28,Cadeira Gamer,900.0,40,67,1
2025-03-01,Cadeira Gamer,900.0,33,94,1
2025-03-02,Cadeira Gamer,900.0,47,86,1
2025-03-03,Cadeira Gamer,900.0,34,43,0
2025-03-04,Cadeira Gamer,900.0,26,35,0
2025-03-05,Cadeira Gamer,900.0,24,55,0
2025-03-06,Cadeira Gamer,900.0,21,57,0
2025-03-07,Cadeira Gamer,900.0,42,117,1
2025-03-08,Cadeira Gamer,900.0,42,72,1
2025-03-09,Cadeira Gamer,900.0,34,89,1
2025-03-10,Cadeira Gamer,900.0,28,82,0
2025-03-11,Cadeira Gamer,900.0,31,63,0
2025-03-12,Cadeira Gamer,900.0,24,70,0
2025-03-13,Cadeira Gamer,900.0,26,69,0
2025-03-14,Cadeira Gamer,900.0,37,49,1
2025-03-15,Cadeira Gamer,900.0,35,55,1
2025-03-16,Cadeira Gamer,900.0,38,63,1
2025-03-17,Cadeira Gamer,900.0,19,26,0
2025-03-18,Cadeira Gamer,900.0,25,73,0
2025-03-19,Cadeira Gamer,900.0,25,64,0
2025-03-20,Cadeira Gamer,900.0,26,44,0
2025-03-21,Cadeira Gamer,900.0,41,108,1
2025-03-22,Cadeira Gamer,900.0,32,51,1
2025-03-23,Cadeira Gamer,900.0,33,47,1
2025-03-24,Cadeira Gamer,900.0,23,55,0
2025-03-25,Cadeira Gamer,900.0,20,26,0
2025-03-26,Cadeira Gamer,900.0,29,42,0
2025-03-27,Cadeira Gamer,900.0,24,43,0
2025-03-28,Cadeira Gamer,900.0,38,66,1
2025-03-29,Cadeira Gamer,900.0,34,75,1
2025-03-30,Cadeira Gamer,900.0,37,83,1
2025-03-31,Cadeira Gamer,900.0,28,59,0
2025-04-01,Cadeira Gamer,900.0,28,47,0
2025-04-02,Cadeira Gamer,900.0,21,43,0
2025-04-03,Cadeira Gamer,900.0,26,45,0
2025-04-04,Cadeira Gamer,900.0,34,91,1
2025-04-05,Cadeira Gamer,900.0,38,76,1
2025-04-06,Cadeira Gamer,900.0,35,87,1
2025-04-07,Cadeira Gamer,900.0,36,93,0
2025-04-08,Cadeira Gamer,900.0,31,85,0
2025-04-09,Cadeira Gamer,900.0,28,75,0
2025-04-10,Cadeira Gamer,900.0,17,50,0
2025-04-11,Cadeira Gamer,900.0,37,57,1
2025-04-12,Cadeira Gamer,900.0,43,89,1
2025-04-13,Cadeira Gamer,900.0,38,78,1
2025-04-14,Cadeira Gamer,900.0,35,94,0
2025-04-15,Cadeira Gamer,900.0,31,59,0
2025-04-16,Cadeira Gamer,900.0,25,44,0
2025-04-17,Cadeira Gamer,900.0,34,48,0
2025-04-18,Cadeira Gamer,900.0,37,57,1
2025-04-19,Cadeira Gamer,900.0,48,99,1
2025-04-20,Cadeira Gamer,900.0,47,110,1
2025-04-21,Cadeira Gamer,900.0,28,52,0
2025-04-22,Cadeira Gamer,900.0,19,45,0
2025-04-23,Cadeira Gamer,900.0,28,42,0
2025-04-24,Cadeira Gamer,900.0,21,35,0
